text,Emotion,label
hay lắm chàng trai trẻ,Enjoyment,0
nhưng những người làm trong các ngành này không_mấy_ai có nhiều nhà to và nhiều đất_đai,Other,0
ăn gì khôn_thế,Surprise,0
tiên_sư bố mày vỡ màn_hình tao rồu,Anger,4
áo xinh_thế .. cho tớ mượn đi tiệc nhé !,Enjoyment,0
per hả_dạ ghê_mày !,Enjoyment,0
mày làm tao buồn đó per ? ?,Sadness,2
ai cho xin bài nhạc helo đi emoji_vui,Other,0
giá như nơi nào cũng có 1 đội như_vậy thì những người đi khuya xe hư đỡ khổ biết_bao . thật là hành_động đáng chia_sẻ,Enjoyment,0
chuẩn_bị kiểm_tra hình_huhu emoji_buon,Sadness,2
em vẫn nhớ cái bếp này kk,Enjoyment,0
bọn này phải cho nó thưởng_thức dống như nó đã làm với cây bao_nhiêu cây thì bấy_nhiêu mũi,Anger,4
7 năm rồi . nhanh quá,Surprise,0
rụng tim emoji_buon,Sadness,2
admin đăng mà không_nghi_nguồn ở đâu ra đúng là ăn_cắp bản_quyền,Disgust,3
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa_đóng emoji_cuoi",Disgust,3
chưa_chi đã để thua từ hình_ảnh này . thua,Disgust,3
một cái vẫy tay đầy luyến_tiếc từ cuộc họp tới đất_nước việt_nam,Sadness,2
cũng đừng nghĩ là những người ân_cần nhẹ_nhàng với mày là tốt . xã_hội bây_giờ không_tin bố_con thằng nào được,Other,0
mỉa mai_cực mạnh emoji_cuoi,Enjoyment,0
chưa_bao_giờ bắn trúng,Sadness,2
trừ chết ra thì mọi chuyện đều có_thể giải_quyết,Other,0
emoji_vui thanh_xuân của em đã từng có khoảng time tươi đẹp,Enjoyment,0
"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày",Anger,4
mai tao cũng đi ship mới được . có bài này áp_dụng luôn .,Enjoyment,0
vũ_khí_sinh_học này mạnh thật !,Surprise,0
"chồng biết không , hihi",Enjoyment,0
per vợ thích bếp ga mini hay loại bếp ga đôi nào emoji_cuoi emoji_cuoi emoji_cuoi emoji_cuoi,Other,0
giả_sử mà bị thằng nào bỏ_túi cả lọ nó có chửi không_nhỉ,Other,0
"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mớii có lửa",Other,0
giờ mới biết emoji_cuoi,Enjoyment,0
per hôm_nay tới lượt đứa nào nấu cơm,Other,0
dm kiện cho đi tù chết mẹ đi,Anger,4
mặt con ngáo còn hiền hơn con đứng trên cây cột,Disgust,3
chả_bù cho con ml này . đợi mãi không_thấy nó về . hy_vọng em không_bị bọn xấu bắt lên dĩa là tốt rồi emoji_buon,Sadness,2
ng ta cuối_cùng thì cũng được còn tôi thì never emoji_buon,Sadness,2
dễ thương_vãi emoji_cuoi,Enjoyment,0
cô chủ_nhiệm óc chó quá,Disgust,3
mấy thằng vô học,Disgust,3
chuột nhìn thấy mèo sợ là đúng rồi emoji_cuoi,Enjoyment,0
hè về chỉ thích ăn cái này .,Enjoyment,0
per trời đựu cầu_hôn nó phải thế . đã đẹp_trai còn có não,Enjoyment,0
qua câu_chuyện vừa bịa ra tôi hi_vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt_nam emoji_cuoi emoji_cuoi,Enjoyment,0
chúng_mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn_liền ? ?,Other,0
"thứ yêu_nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân_t . t",Fear,1
quá ý_nghĩa . mình trẻ mà chắc gì làm được vậy,Sadness,2
"thôi , bớt bớt đi không_có ngày lại thiệt_thân , nguyên 1 cái vỉa_hè rộng thênh_thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo_lực với nữ",Disgust,3
trời ơi . dễ_thương quá luôn,Enjoyment,0
cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm_ơn !_emoji_cuoi,Other,0
đcm_ngôn_tình vãii,Enjoyment,0
rồi đất_nước mình sẽ đi về đâu .,Sadness,2
thời_buổi này là thằng con trai trước_hết phải có khả_năng kinh_tế phải nuôi được bố_mẹ rồi hãy tính đến chuyện kết_hôn,Other,0
"chịu hay không_không quan_trọng , quan_trọng là không_có ai lấy",Sadness,2
"có hay không_là ở nơi ta , đời không_thú_vị nhưng ta lại thấy thú_vị khi được sống ở đời",Other,0
ngoài những bài chia_tay vì lí_do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .,Sadness,2
dm . nó xấu cả tính lẫn nết_bố đẻ . nó còn không_chịu . được thằng nào bốc nó đi cái,Disgust,3
không_thuộc kịch_bản chuẩn mẹ rồi,Other,0
khi đời quá mệt_mỏi . đi tìm 1 chút drama,Other,0
chỉ là nóng quá tắm cho mát thôi mà,Other,0
cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám_ơn mọi người,Enjoyment,0
per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn_phí còn bị chữi là còn hạnh_phúc . nguoi ngoài ngọt_ngào nhưng chắc gì đã thật lòng đâu,Enjoyment,0
trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách_nhiệm,Disgust,3
"yêu nhau lắm cắn nhau đau , tao thấy dòng_chảy tiền_kiếp của 2 đứa mày là vậy",Disgust,3
"mày đấy , đừng làm tao đau_đầu thêm",Disgust,3
thật không_thể tin được,Surprise,0
có đứa nào vừa xem vừa sờ_tai mình không ?_sợ vãi,Fear,1
truyện thật đây này . đang đi bình_thường qua đoạn cầu giấy anh csgt thổi lại gạt chân chống lên em . anh nhắc nhỉ thôi . đi_đi emoji_cuoi hú_hồn,Enjoyment,0
nhìn như nó muốn dẫn nhỏ đó đi đâu ấy,Other,0
ổng đang chán ai tán yêuc luôn emoji_cuoi emoji_cuoi,Enjoyment,0
camry nhập thường cán_bộ . mà cán_bộ anh_em hiểu rồi,Disgust,3
"các chuỵ của iemm hoang_sury lưu_cẩm_ly vui quá cơ , ghét nhau lắm có yêu_thương gì đâu",Enjoyment,0
"cưng vậy trời , anh cho em xin ảnh nha ạ",Enjoyment,0
"bà này đéo gặp mình nhỉ , đọ luôn",Other,0
"tao nghĩ chắc do kiếp trước mình tu chưa_thành_tâm nên kiếp này cuộc_đời tao như 1 trò_đùa , tạo hóa ghẻ_lạnh . chán đời emoji_vui",Sadness,2
biết đâu nó không_thích bạn mà chỉ tiếp_cận bạn vì đã lỡ yêu thằng bạn thân của bạn,Disgust,3
thông_minh v,Enjoyment,0
bọn này không_phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,Anger,4
"ôi đời vẫn là chịu không_nỗi đời mà , chán",Sadness,2
là crush ông nào thì chạy ra bế vào nhà dễ_dàng có người_yêu emoji_vui,Enjoyment,0
per thế lol nào lần nào đến fucklong uống cũng gặp ex đồng_nghiệp đứng cửa chào_tụt mút đéo muốn uống nữa emoji_vui,Anger,4
"nên nhớ chẳng_có cơn giận nào chẳng_bùng_nỗ , chỉ là nó đang bị nén lại .",Other,0
"bạn này không_biết cách dọn phòng rồi , phải áp_dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho_nên bạn cần phải đổ xăng vào mút , việc tiếp_theo là ta cần 1 ngọn lửa",Disgust,3
người yêu tao bỏ tao rồi emoji_buon,Sadness,2
giờ còn lo_học sánh_vai với cường_quốc 5 châu_ai lại đi cưới chồng bây_giờ emoji_vui,Enjoyment,0
đâu phải ai muốn thích tao cũng được đâu,Enjoyment,0
hạnh_phúc thật emoji_vui,Enjoyment,0
bọn này lại muốn nổi rồi !,Other,0
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi emoji_cuoi emoji_cuoi emoji_cuoi,Other,0
nó hiền_thôi chứ nó hung lại đấm cho không_trượt phát_lào .,Other,0
ủa chuyển_biến bất_ngờ vậy,Surprise,0
"quỳ rồi chết ông chết bà chúng_mày à ? tao hồi xưa đi học còn ăn cây như cơm_bữa , véo_tai mỗi ngày ? dume_học thì ngu_phá thì giỏi bắt_quỳ là nhẹ rồi ở đó mà gáy con cặc",Anger,4
dume đáng yêu_vãi để tao vào chăm_mày,Other,0
nghe tiếng ăn_tợp tợp ám_ảnh quá,Disgust,3
thử im_lặng xem như nào,Other,0
thôi mình nói đùa đấy emoji_buon,Sadness,2
ít bị trầm_cảm với vui_vẻ đâu không_thấu chứ ế sấp_mặt vì không_giống gái là có à,Disgust,3
bạn này yêu_bố nhiều lắm mới vui vì bị bố_mắng . chứ ai đời bị la_mắng mà kể lại cho người khác nghe mà vui đến thế,Enjoyment,0
"hôm bữa 2 bình siro dâu thấy tiếc , nay bình mật_ong còn tiếc hơn",Sadness,2
không_làm gì cũng thành fan cứng là sao ?,Surprise,0
đoạn nộp bài kiểm_tra mới tức cười ông thầy emoji_vui,Enjoyment,0
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không_mày",Other,0
có ai xem xong không_sợ với không_giật_mình như tao không,Enjoyment,0
per wow,Surprise,0
anh ơi đấm nó một cái cho em nhé sống mất dậy đéo_tả được,Disgust,3
gần có tiền để mua,Other,0
dễ_thở hơn so với đề_văn sáng nay emoji_cuoi emoji_cuoi emoji_cuoi,Enjoyment,0
tao đã làm theo video này và kết_quả là .... thôi cán_bộ kêu tao quét_dọn rồi quét xong tao kể tiếp,Other,0
"tụi mình tuy không_yêu nhau hai lần , nhưng nếu có cơ_hội ... anh chắc_chắn vẫn tặng em đóa hồng đẹp nhất",Enjoyment,0
không_phải để xé giấy ak ?,Surprise,0
chúc_mừng,Enjoyment,0
1 thời gắn_bó với nó . nhớ lại ngày_xưa cực_khổ,Sadness,2
xem_ra giá_cả và chất_lượng mà không_oke thì không_ổn ...,Other,0
ước gì ba còn sống để làm điều đó với má . nhớ ba,Sadness,2
có chuyện gì thê_bố . bố đừng làm con sợ emoji_buon,Fear,1
lêu lêu mày emoji_vui_đồ con chó không_có mẹ ẳm emoji_vui,Disgust,3
đang tìm ra 1 điểm sai nào đó nhưng có_lẽ không_có emoji_vui,Other,0
bộ phim đáng xem đó mấy man,Enjoyment,0
per quan_trọng là phải có hội nói sấu sếp v,Other,0
bà nuốt_quả chuối tao cười tao ẻ,Enjoyment,0
emoji_buon emoji_buon emoji_buon sinh_lão bệnh tử_hẹn gặp kiếp sau,Sadness,2
tao đa khóc khi xem phim này emoji_buon emoji_buon emoji_buon emoji_buon emoji_buon,Sadness,2
"con mong bác dù nghèo nhưng sống luôn_luôn vv , chúc bác 1 đời bình_an",Enjoyment,0
thương nhau còn chả_hết dỗi nhau làm chi emoji_cuoi,Enjoyment,0
đéo bao_giờ luôn emoji_vui,Disgust,3
câu này lên nhanh như chớp được nờ,Enjoyment,0
ý_thức của thằng lái_xe đấy kém quá cho lên nó phải chả_giá bằng tiền_mặt thôi . không_có gì phải chách ai cả .,Disgust,3
yêu quá đi mất . tuổi_thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng_được giúp_đỡ,Sadness,2
ngứa mắt lắm à nhen,Anger,4
phìm này rất rất hay đôi với ai sống hướng nội !,Enjoyment,0
e vừa bị điện cao_thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .,Fear,1
đây là kiểu tự tay bóp dái nè,Other,0
tận_cùng của tan_vỡ ah có biết là gì không ?,Sadness,2
gặp tao thì tao khinh,Disgust,3
"năm_ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ",Other,0
quan_trọng vẫn là cái phải đẹp_trai . rồi mới sau đó nữa ... lạ gì các bà,Other,0
"per hay đó bro , trừ điểm bro chưa_bao ăn emoji_vui 10",Sadness,2
mất trật_tự thôi có cần phải z không_bắt đứng là được rồi cùng lắm là mời phụ_huynh vô nói trao_đổi có cần phải bắt quỳ trước lớp z không_như z khác nào chà_đạp lòng tự_trọng của nó .,Anger,4
moá hồi_hợp chờ main thắng ai dè_thua bởi cái mông huhu,Sadness,2
mình hiền mà lúc cáu là chỉ im_lặng không_nói_gì thì là sao ta,Other,0
toàn để báo nó giật_tít không_thèm đọc cả bài rồi giãy_nảy lên như đỉa phải vôi,Disgust,3
buồn vì mình không_giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ,Sadness,2
per muốn nói gì phải ngó trước ngó sau không_chi mất đầu như_chơi emoji_cuoi emoji_cuoi,Other,0
câu chốt .... chuyện cổ_tích per .... thôi tao quỳ ...,Disgust,3
"chán đời các thanh_niên , dơ_nhục chứ hay ho_đéo gì",Disgust,3
"nhìn 1 hồi thấy quen_quen , ai_ngờ đúng thật emoji_vui",Surprise,0
"những chuyện trọng_đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược_lại ắt thành_công ? ? ? ?",Enjoyment,0
lại cho lên chơi với các cụ,Other,0
không_muốn yêu ai cả,Fear,1
bộ cuối nhìn đau_lòng thật emoji_buon,Sadness,2
động_lực của phan con gái,Enjoyment,0
đẹp không,Other,0
ý_nghĩa và đáng suy_ngẫm thật,Enjoyment,0
chó đã biết chê cứt,Disgust,3
sợ vãi linh_hồn emoji_buon,Fear,1
đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush emoji_cuoi_ngóng nó đến mức cổ dài ra hẳn mấy cái emoji_cuoi,Enjoyment,0
đúng vậy dù có mệt mà đồng_nghiệp nhiệt_tình vui_vẻ là_cùng muốn đi hoài,Enjoyment,0
cái ông aamir_khan đóng phim nao cũng hay và ý nghia het,Enjoyment,0
rồi chưng ngắn như tao sao nhảy qua,Sadness,2
"rốt_cục sao chúng_nó mò về tận nhà bạn nhỉ , kinh_vãi",Disgust,3
vỉa_hè rộng thênh_thang mà nhỉ,Other,0
bếp dầu ngày_xưa thật ý_nghĩa,Enjoyment,0
lâu rất lâu mới gặp được lần rồi liết_mắt nhìn cái emoji_vui chưa_thấy nó cười,Sadness,2
giận lại là cách giải_quyết nhanh nhất . để khẳng_định là mình luôn đúng,Enjoyment,0
nhìn ghét nhỉ emoji_vui,Disgust,3
tao chả_nhớ ngày_tháng năm sinh của mẹ tao và ngược_lại emoji_buon,Sadness,2
em ấy còn cười được chứng_tỏ em rất mạnh_mẽ,Enjoyment,0
lấy rơm nấu cơm và cái kết,Other,0
có án rồi đừng làm trò . anh_hùng rồi lại quay lại trại đấy emoji_vui,Disgust,3
hư hỏg cả thế_hệ,Disgust,3
cảm_ơn . anh .,Enjoyment,0
mất tiền_khôn cũng đáng mà .,Enjoyment,0
"thương_vãi , yêu_vãi tao cũng thèm có em",Enjoyment,0
per nơi tình_yêu bắt_đầu kìa bao_nhiêu,Other,0
đúng cát bà rồii,Enjoyment,0
"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi",Fear,1
tao đau_lòng quá,Sadness,2
ồ ra thế . tớ sẽ lưu_ý emoji_vui mong sẽ có cơ_hội sờ nó . nhìn như cục bông í uwu,Surprise,0
xem giải_trí thật,Enjoyment,0
giờ mới hiểu tại_sao lúc đầu nhà_hàng_không cho đặt chỗ ....._má nó li_hôn 3 lần rồi lần nào cũng phải giảm_giá 30 nó ly_hôn thêm vài lần nữa chắc sập bà nó tiệm,Enjoyment,0
đã ngu lại con tỏ ra nguy_hiểm .,Disgust,3
giống tao . nhưng cô ấy có hiểu đâu,Sadness,2
uất quá anh ấy cũng phản_ứng cãi lại . hì_hì_đáng yêu quá,Enjoyment,0
nhà tao có nhưng nó rỉ sét hết rồi emoji_buon,Sadness,2
người mất dậy thật thì không_bao_giờ cảm_thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm_hành tinh_chuẩn mẹ rồi .,Anger,4
hồi bé bị ghiền mùi này emoji_vui,Enjoyment,0
lạy ông nào nghĩ ra kịch này ! ! !,Enjoyment,0
thấy tội nó ghê ? ? ? ?,Sadness,2
"thiệt là cao_minh , hahaa",Enjoyment,0
tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,Other,0
tốt nhất là phải sử_phạt thật nặng thì các trường_hợp như_vậy mới không_tiếp_tục xảy ra,Other,0
dĩa bay . trả lại để tôi về,Other,0
"per cố_gắng lên nha anh , mọi điều tốt đep đang chờ anh",Enjoyment,0
per 2 ly trà sữa bạn làm rơi mà chưa_thấy bồi_thường lại mình emoji_buon,Sadness,2
ỏ đáng yêu emoji_cuoi,Enjoyment,0
hết hồn . sợ quá nhỉ . nhạt !,Disgust,3
chắc phát khóc mất emoji_buon,Sadness,2
những người thương tôi không_phải buồn vì tôi mà là tự_hào vì tôi,Enjoyment,0
"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá_hoại cả một nền chăn_nuôi gia_súc nói_riêng , cả một nền kinh_tế nói_chung , , , ,",Disgust,3
cười ỉa_thánh nào làm video này,Enjoyment,0
bài này quen quen,Other,0
rất nguy_hiểm,Fear,1
nhìn quả_mặt của nó thì tao công_nhận thất_tình thật đáng thương ?,Sadness,2
tội quá . thương em,Sadness,2
mập mà xinh nó sẽ khác mập và xấu _,Disgust,3
đồng_nghiệp là ai kệ mẹ nó quan_trọng lương bao_nhiêu,Other,0
mỗi mùa trung_thu đến nhìn người ta mua bánh_tặng nhau mình lại thấy chạnh_lòng ! emoji_buon,Sadness,2
khác xưa thật mà,Other,0
khá quá nhể emoji_vui,Enjoyment,0
"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim_tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Sadness,2
toàn tặng đồ gây sát_thương thế kia khả_năng bị phản_damage là rất cao,Fear,1
"bỏ_qua mấy dòg chữ , nhìn khuôn_mặt con_bé không_thể nhịn cười per_emoji_vui",Enjoyment,0
"bọn này đóng điện cho nó đi luôn , giữ làm gì cho chật đất",Anger,4
tui còn chưa_biết sì phố là gì . ổng biết luôn á_trời,Surprise,0
hàng cổ rồi anh ơi,Other,0
a cũng ở trong đây à,Surprise,0
đổi cả cuộc_đời giống người tàn_tật để được cái video này .,Disgust,3
yêu quá hóa điên,Enjoyment,0
"per tao đã khuyên mày rồi mà không_nghe , làm màu chi mà tặng hộp quà cho bự để người ta dọn cực_khổ đến_nỗi đăng lên mxh kìa",Disgust,3
"chọn thằng nào không_quan_trọng , vì đằng nào cũng không_có thằng nào nó thích em đâu mà ảo_tưởng emoji_cuoi",Disgust,3
buổi tối vui_vẻ và ấm_áp nhé đại_kỷ_nguyên ! tương_tác cho hằng khỏi trôi bài nhé !,Enjoyment,0
tụi nhỏ dễ_thương quá,Enjoyment,0
vậy mình xin chúc đk n năm tới không_còn cô_đơn nữa nha kklk,Enjoyment,0
toàn mấy con bán hàng online đăng để cau view thôi phạt nặng vào,Disgust,3
ngày hôm ấy tuyệt_đẹp nhưng lại đượm một nỗi buồn ngày_mai thôi chg được gặp thầy_cô bb lũ chúng_tôi khép cánh cửa ấy lại nhìn lại toàn_bộ khung_cảnh ôi thân_thương biết_mấy cảnh_vật quen_thuộc sẽ không_được trông thấy nữa,Sadness,2
nhỏ mà mất_nết,Disgust,3
200 triệu này lấy từ nguồn ngân_sách nào để bồi_thường ? hay cứ lấy từ từng đồng_tiền thuế của người_dân để sửa sai_lầm cho 1 cá_nhân hay một đơn_vị tư_pháp ?,Disgust,3
thằng này bị điên_chuẩn mẹ rồi,Disgust,3
đúng là nói thì dễ hành_động không_bao_giờ làm được,Sadness,2
nhà_nước pháp_luật việt_nam lên_tiếng hộ em nó cái,Other,0
theo tao thì mày nên chọn thằg nhiều tiền . đến năm cuối thì mày quay lại chọn với thằg nhiều tiền học bổg . m hỏi vậy là mày được lựa_chọn mà . đấy là cách tốt nhất cho người hám tiền như mày,Other,0
nghe nói 2020 hơn 4 tr đàn_ông sẽ ế vợ . mình chỉ việc chờ thêm 1 năm nữa thôi là đăng_tin tuyển chồng emoji_cuoi emoji_cuoi,Enjoyment,0
đại_học vui lắm cậu emoji_vui wee,Enjoyment,0
"chú em còn non quá , kêu thu_ngân đánh thêm phần phụ thu_dọn vệ_sinh 200 k , không_đưa thì kêu bảo_vệ không_cho lấy xe , đó quy_định hầu_hết các quán karaok , trường_hợp phụ_thu là mang đồ_ăn ngoài vào , ói trong phòng , và đỗ bia nước_ngọt , xả rát kiểu như trong video",Disgust,3
không_cần biết nội_dung ... nhìn mặt con_bé thoy muốn cưới về cho con trai mình ngay rồi emoji_cuoi emoji_cuoi,Enjoyment,0
ngày bé nấu hoài không_chín . tức rủ mấy đứa ra đốt cả đống rơm nhà hàng_xóm,Enjoyment,0
"crush đi nhậu rồi say , rồi bị thịt ... hic hic",Sadness,2
"trong tất_cả các con , con mèo là mất_dạy nhất ...",Disgust,3
"cây hoa sữa thì nói cây hoa sữa đi , tình_yêu tình_báo gì ra ngửi mùi chắc mất mẹ tình_yêu luôn",Disgust,3
thương_thương con emoji_cuoi yêu ghê cơ_ý cái mẹt hờn dỗi,Enjoyment,0
"cái thế_giới loạn hết rồi , loạn thật rồi , trả tao cái đĩa bay",Disgust,3
quê ở huyện kế bên mà chưa_1 lần đi emoji_cuoi,Enjoyment,0
hãy cười thật tươi để cho cuộc_sống của bạn trở_nên thật tuyệt_vời,Enjoyment,0
tuyển ngay về làm nghiên_cứu_viên cao_cấp cho các hãng khóa d,Enjoyment,0
"tao cứ nhìn xong nghĩ , tay nào cầm bút là tay_phải ,",Other,0
"nó sẽ ra cái ốp , lo gì thiếu đồ_chơi",Other,0
"ờ đúng rồi , có_thể chỉ là đang lợi_dụng mày viết content free xong thích là sửa thôi hihi",Disgust,3
con_bé cưng gì đâu . vk ơi anh muốn có cục bảo_bối như_vậy per,Enjoyment,0
cưng quá trời luôn,Enjoyment,0
a triệu mua quả báo thì quá rẻ_mạt emoji_buon_tiếc là luật có vậy,Disgust,3
cực_kì bản_lĩnh lẫn liều_lĩnh,Enjoyment,0
aeon tâm_lý thế emoji_vui_mày . n vào mua que kem tránh nóng,Enjoyment,0
người ta đỗ dưới lòng_đường chứ đỗ vào nhà chị đâu mà van_hóa gì . chủ thớt mới là người ấu_trĩ lạc_hậu nhé,Disgust,3
chị lỡ mất 1 nhịp tim vì cưng đấy,Enjoyment,0
emoji_vui đéo hiểu sao mấy phim truyền_hình của ấn xl vãi mà phim như_thế_nào thì lại qá hay,Enjoyment,0
per chán quá,Sadness,2
nghe thấm câu vàng trắng nhưng thực_tế là trắng_tay thôi nghe mà buồn,Sadness,2
thoa kem chống nắng như người ...,Other,0
per đấy móng tay dài nhất thế_giới đấy,Surprise,0
đằng nào mà chẳng_thịt chẳng_qua sớm hay muộn thôi,Other,0
trên thì một kiểu dưới thì kiểu khác,Other,0
nhạc buồn quá . bài này là bài chia_tay trong chiều hoàng_hôn nắng úa màu justin bieber cho bạn nào chưa_biết nhé .,Sadness,2
per đây . cô gái bán hàng thú_vị đây . phải xem cho hết,Enjoyment,0
dẫu hiên_ngang giữa đất_trời gặp con vợ đểu thì đời cũng xong,Sadness,2
"cmt buồn cười_vll , nhớ mình cừng có kinh_nghiệm chạy ngỗng emoji_vui",Enjoyment,0
lớn lên rồi ta sẽ tự hiểu .. tại_sao ngày đó cha_mẹ thế_này thế kia với ta ...,Other,0
hình_như câu này quen quen_ý le tuyet nguyen nhỉ,Other,0
nó ăn cà_rốt chứ nó ăn cái gì mà liếc quễ mều mặp,Anger,4
quả này cũng chất lắm,Enjoyment,0
hồi bé bị ngỗng dí hoài emoji_cuoi sợ vãi,Fear,1
tao ngồi tao khóc 1 buổi,Sadness,2
crush của tao đi làm rồi . hihee . sáng_mai mới về cơ,Enjoyment,0
khoảnh_khắc mày nhận ra mày còn đéo bằng 1 thằg nhóc còn trong bụng mẹ emoji_buon,Sadness,2
chúng_mày cứ ra phim boom tấn cho nhiều vào,Other,0
cao quá cũng khổ chứ sung_sướng đéo gì,Sadness,2
ý_thức quá kém .,Disgust,3
bẩn bựa vlon,Disgust,3
một con cá_chép đang bơi trong hồ mà đã tính_chuyện đánh_bại những con rồng_vẫy vùng 5 châu !,Disgust,3
ai cũng nói tao đẹp troai . hiền_lành nhưng chưa_biết lúc tao lên_cơn emoji_cuoi emoji_cuoi,Enjoyment,0
điên,Disgust,3
chủ_tịch đi nặn mụn ở tai và cái kết khóc thét,Sadness,2
hành_vi của người bố có phần_nào ảnh_hưởng đến đứa con . cô bé cười . không_phải vì cô bé mạnh_mẽ . mà là cô bé đã bất_cần,Other,0
xem phát khóc mẹ luôn emoji_buon emoji_buon emoji_buon,Sadness,2
per nhìn nó gớm những vẫn khoái coi . thú_vui biến_thái dễ sợ,Enjoyment,0
mèo nhà tao gửi 10 ngày về ăn tết lên nó thành mèo hàng_xóm này nhà hàng_xóm bán cá emoji_buon,Sadness,2
"còn những người bình_thường rất dữ , thật_ra họ hiền lắm , nội_tâm lắm",Other,0
giống như thổi_khí vào bong_bóng đến một lúc_nào đó thì nó phát_nổ,Other,0
ha ha ....,Enjoyment,0
nhìn giống mấy đặc_vụ của cia . sợ thế emoji_vui,Fear,1
tao đang thă c mă c ta i sao thă người da đen_no quen được con nho da_tră người ngon_va i thê_nhy .,Other,0
thế_giới giờ đáng sợ quá rồi tâm phải tịnh không_là tiêu_nha mấy ông emoji_buon,Fear,1
"vietcombank phục_vụ tệ , phí cao , mang mác nhà_nước nên vậy .",Disgust,3
bất_ngờ vãi emoji_cuoi,Surprise,0
bữa cơm trưa nay tăm_tối như cái ava của tao vầy emoji_buon,Sadness,2
hội những con pug_láo lếuu,Disgust,3
dè_nghị khởi_tố luôn những người biết mà che dấu,Anger,4
per mày đang nghĩ đến ai,Other,0
bà già đau_khổ,Sadness,2
"không_phù_hợp thổ_nhưỡng , khí_hậu . vậy_mà vẫn tung_hô , dải_ngân để làm khổ_dân . quả bóng trách_nhiệm chẳng_thuộc về ai cả . emoji_buon emoji_buon",Sadness,2
đúng là cái thứ vô_học,Disgust,3
nhiều lúc em di từ_từ chưa_kịp đỗ đã có n ra bảo không_được đỗ ở đây chán quá,Sadness,2
chỉ cần thích cái_là muốn rụng tim,Enjoyment,0
vui_tính tí cũng khó cơ,Sadness,2
chỉ còn lại tro tàn,Sadness,2
lỗi tại thằng quay_phim . cắt không_đúng lúc,Disgust,3
kk ... bếp dầu một thời ta hay nấu đây nè,Enjoyment,0
đag đi học mà gặp cảnh này emoji_vui chắc chạy về cúp học luôn,Fear,1
anh con mẹ mày emoji_vui,Anger,4
ngạc_nhiên đấy,Surprise,0
xã_hội giờ càng ít nói như tao thì càng ngoan_hiền,Other,0
nhìn mặt con_bé kiểu . ơ cái gì vậy,Other,0
hư cấu,Disgust,3
bộ phim ấn_độ duy_nhất xem được lol,Enjoyment,0
vậy mới biến thành người nhện được,Other,0
per đã hiểu sao hè năm_ngoái có quả lịch_học vãi chưa_emoji_cuoi,Enjoyment,0
rõ_ràng vẫn là một người mà cắt tóc xong nhìn đáng yêu vãi v,Enjoyment,0
đm lúc tao học đến chương đó nguyên_tiết bà cô toàn chia_sẻ kinh_nghiệm chuyện tới tháng emoji_vui đéo thú_vị được như_vầy vv,Disgust,3
vật_chất quyết_định ý_thức,Other,0
per đã hiểu tại_sao thằng bạn mình đam_mê gym .. thì ra đây là nơi nó được sống thật với giới_tính của mình ..,Enjoyment,0
họ vui là được rồi emoji_vui,Enjoyment,0
đáng yêu phết nhể,Enjoyment,0
có móng tay dài cũng khổ,Sadness,2
"cậu ấy tán tôi , tôi từ_chối . thế_là từ đó chúng_tôi đéo làm_bạn được nữa ! ! !",Sadness,2
per nhìn đẹp thiệt_mày,Enjoyment,0
mùa mưa đến sớm rồi huhu,Sadness,2
có mà đầy người như_vậy ý ... ăn vô_máu họ rồi,Disgust,3
tình_hình này tháng sau cũng đi tập gym mất,Other,0
