Sentence,Emotion,score
nhìn đẹp quá đi mất,Enjoyment,0
nhói lòng lớp tôi,Sadness,2
khổ thân em nó . ??,Sadness,2
"sau khi kết hôn , anh sẽ thuê người giết cô để hưởng trọn tiền bảo hiểm 😌",Fear,1
giá mà thằng lái xe ngồi trong xe oto trông xe thì tốt biết mấy !,Other,0
dẻo phết ... nhưng mà cái gì dẻo quá cũng không tốt ...😄,Other,0
"năm nào bố tao cũng đi , năm nào cũng về kể là đông quá cả tiếng mới nhích được 10m mà năm sau vẫn cứ đúng ngày bố tao lại đi vậy đó =))",Enjoyment,0
per câu chuyện này thú vị nhỉ ?,Enjoyment,0
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",Disgust,3
cưng hết phần thiên hạ,Enjoyment,0
cười vui vãi,Enjoyment,0
có mà ngược lại ... thời thế thay đổi rồi,Other,0
tài sản thời bao cấp ...,Other,0
tưởng tượng như vừa lắp não thì lại rớt ... đại loại như vậy đó 🤣🤣🤣,Other,0
hay lắm chàng trai trẻ,Enjoyment,0
nhưng những người làm trong các ngành này không mấy ai có nhiều nhà to và nhiều đất đai,Other,0
ăn gì khôn thế,Surprise,0
tiên sư bố mày vỡ màn hình tao rồu,Anger,4
áo xinh thế .. cho tớ mượn đi tiệc nhé !,Enjoyment,0
per hả dạ ghê mày !,Enjoyment,0
mày làm tao buồn đó per ??,Sadness,2
ai cho xin bài nhạc helo đi :)),Other,0
giá như nơi nào cũng có 1 đội như vậy thì những người đi khuya xe hư đỡ khổ biết bao . thật là hành động đáng chia sẻ,Enjoyment,0
chuẩn bị kiểm tra hình huhu :((,Sadness,2
em vẫn nhớ cái bếp này kkk,Enjoyment,0
bọn này phải cho nó thưởng thức dống như nó đã làm với cây bao nhiêu cây thì bấy nhiêu mũi,Anger,4
7 năm rồi . nhanh quá,Surprise,0
rụng tim 😭,Sadness,2
admin đăng mà không nghi nguồn ở đâu ra đúng là ăn cắp bản quyền,Disgust,3
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂",Disgust,3
chưa chi đã để thua từ hình ảnh này . thua,Disgust,3
một cái vẫy tay đầy luyến tiếc từ cuộc họp tới đất nước việt nam,Sadness,2
cũng đừng nghĩ là những người ân cần nhẹ nhàng với mày là tốt . xã hội bây giờ không tin bố con thằng nào được,Other,0
mỉa mai cực mạnh =)),Enjoyment,0
chưa bao giờ bắn trúng 😬,Sadness,2
trừ chết ra thì mọi chuyện đều có thể giải quyết 💪,Other,0
🙂 thanh xuân của em đã từng có khoảng time tươi đẹp,Enjoyment,0
"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày",Anger,4
mai tao cũng đi ship mới được . có bài này áp dụng luôn .,Enjoyment,0
vũ khí sinh học này mạnh thật !,Surprise,0
"chồng biết không , hihi",Enjoyment,0
per vợ thích bếp ga mini hay loại bếp ga đôi nào 😂😂😂😂,Other,0
giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ,Other,0
"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mớii có lửa 😌",Other,0
giờ mới biết =)),Enjoyment,0
per hôm nay tới lượt đứa nào nấu cơm,Other,0
dm kiện cho đi tù chết mẹ đi,Anger,4
mặt con ngáo còn hiền hơn con đứng trên cây cột,Disgust,3
chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(,Sadness,2
ng ta cuối cùng thì cũng được còn tôi thì never 😞,Sadness,2
dễ thương vãi =))),Enjoyment,0
cô chủ nhiệm óc chó quá,Disgust,3
mấy thằng vô học,Disgust,3
chuột nhìn thấy mèo sợ là đúng rồi =)),Enjoyment,0
hè về chỉ thích ăn cái này .,Enjoyment,0
per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não,Enjoyment,0
qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂,Enjoyment,0
chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??,Other,0
"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",Fear,1
quá ý nghĩa . mình trẻ mà chắc gì làm được vậy,Sadness,2
"thôi , bớt bớt đi không có ngày lại thiệt thân , nguyên 1 cái vỉa hè rộng thênh thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo lực với nữ",Disgust,3
trời ơi . dễ thương quá luôn ❤️❤️,Enjoyment,0
cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂,Other,0
đcm ngôn tình vãiiii,Enjoyment,0
rồi đất nước mình sẽ đi về đâu .:'(,Sadness,2
thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn,Other,0
"chịu hay không không quan trọng , quan trọng là không có ai lấy",Sadness,2
"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời",Other,0
ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .,Sadness,2
dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,Disgust,3
không thuộc kịch bản chuẩn mẹ rồi,Other,0
khi đời quá mệt mỏi . đi tìm 1 chút drama,Other,0
chỉ là nóng quá tắm cho mát thôi mà,Other,0
cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người,Enjoyment,0
per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu,Enjoyment,0
trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm,Disgust,3
"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy",Disgust,3
"mày đấy , đừng làm tao đau đầu thêm",Disgust,3
thật không thể tin được,Surprise,0
có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,Fear,1
truyện thật đây này . đang đi bình thường qua đoạn cầu giấy anh csgt thổi lại “ gạt chân chống lên em . anh nhắc nhỉ thôi . đi đi “ 😂 hú hồn,Enjoyment,0
nhìn như nó muốn dẫn nhỏ đó đi đâu ấy,Other,0
ổng đang chán ai tán yêuc luôn 😂😂,Enjoyment,0
camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi,Disgust,3
"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁",Enjoyment,0
"cưng vậy trời , anh cho em xin ảnh nha ạ",Enjoyment,0
"bà này đéo gặp mình nhỉ , đọ luôn",Other,0
"tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa , tạo hóa ghẻ lạnh . chán đời :)))))",Sadness,2
biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn,Disgust,3
thông minh :v,Enjoyment,0
bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,Anger,4
"ôi đời vẫn là chịu không nỗi đời mà , chán",Sadness,2
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :),Enjoyment,0
per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :),Anger,4
"nên nhớ chẳng có cơn giận nào chẳng bùng nỗ , chỉ là nó đang bị nén lại .",Other,0
"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa",Disgust,3
người yêu tao bỏ tao rồi :(,Sadness,2
giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :)))),Enjoyment,0
đâu phải ai muốn thích tao cũng được đâu,Enjoyment,0
hạnh phúc thật :)),Enjoyment,0
bọn này lại muốn nổi rồi !,Other,0
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂,Other,0
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,Other,0
ủa chuyển biến bất ngờ vậy,Surprise,0
"quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa , véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc",Anger,4
dume đáng yêu vãi để tao vào chăm mày,Other,0
nghe tiếng ăn tợp tợp ám ảnh quá,Disgust,3
thử im lặng xem như nào,Other,0
thôi mình nói đùa đấy :(,Sadness,2
ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à,Disgust,3
bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế,Enjoyment,0
"hôm bữa 2 bình siro dâu thấy tiếc , nay bình mật ong còn tiếc hơn",Sadness,2
không làm gì cũng thành fan cứng là sao ?,Surprise,0
đoạn nộp bài kiểm tra mới tức cười ông thầy :)),Enjoyment,0
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",Other,0
có ai xem xong không sợ với không giật mình như tao không @@,Enjoyment,0
per wow,Surprise,0
anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được,Disgust,3
gần có tiền để mua,Other,0
dễ thở hơn so với đề văn sáng nay 😂😂😂,Enjoyment,0
tao đã làm theo video này và kết quả là .... thôi cán bộ kêu tao quét dọn rồi quét xong tao kể tiếp,Other,0
""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ hội ... anh chắc chắn vẫn tặng em đoá hồng đẹp nhất """,Enjoyment,0
ko phải để xé giấy ak ?,Surprise,0
chúc mừng,Enjoyment,0
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,Sadness,2
xem ra giá cả và chất lượng mà không oke thì không ổn ...,Other,0
ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️,Sadness,2
có chuyện gì thê bố . bố đừng làm con sợ :((,Fear,1
lêu lêu mày :)) đồ con chó không có mẹ ẳm :)),Disgust,3
đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),Other,0
bộ phim đáng xem đó mấy man,Enjoyment,0
per quan trọng là phải có hội nói sấu sếp :v,Other,0
bà nuốt quả chuối tao cười tao ẻ,Enjoyment,0
😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,Sadness,2
tao đa khóc khi xem phim này 😭😭😭😭😭,Sadness,2
"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an",Enjoyment,0
thương nhau còn chả hết dỗi nhau làm chi 😂,Enjoyment,0
đéo bao giờ luôn :),Disgust,3
"câu này lên "" nhanh như chớp "" được nờ 🤣",Enjoyment,0
ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .,Disgust,3
yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,Sadness,2
ngứa mắt lắm à nhen,Anger,4
phìm này rất rất hay đôi với ai sống hướng nội !,Enjoyment,0
e vừa bị điện cao thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .,Fear,1
đây là kiểu tự tay bóp dái nè,Other,0
tận cùng của tan vỡ ah có biết là gì không ?,Sadness,2
gặp tao thì tao khinh,Disgust,3
"năm ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ",Other,0
quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà,Other,0
"per hay đó bro , trừ điểm bro chưa bao ăn :)) - 10",Sadness,2
mất trật tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ huynh vô nói trao đổi có cần phải bắt quỳ trước lớp z không như z khác nào chà đạp lòng tự trọng của nó .,Anger,4
moá hồi hợp chờ main thắng ai dè thua bởi cái mông huhu,Sadness,2
mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,Other,0
toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,Disgust,3
buồn vì mình không giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ,Sadness,2
per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂,Other,0
"câu chốt .... "" chuyện cổ tích per "".... thôi tao quỳ ...",Disgust,3
"chán đời các thanh niên , dơ nhục chứ hay ho đéo gì",Disgust,3
"nhìn 1 hồi thấy quen quen , ai ngờ đúng thật :)))))))",Surprise,0
"những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược lại ắt thành công ????",Enjoyment,0
lại cho lên chơi với các cụ 😌😌😌,Other,0
không muốn yêu ai cả,Fear,1
bộ cuối nhìn đau lòng thật :(,Sadness,2
động lực của phan con gái,Enjoyment,0
đẹp không,Other,0
ý nghĩa và đáng suy ngẫm thật,Enjoyment,0
chó đã biết chê cứt,Disgust,3
sợ vãi linh hồn 😞,Fear,1
đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush 😂 ngóng nó đến mức cổ dài ra hẳn mấy cái 😂,Enjoyment,0
đúng vậy dù có mệt mà đồng nghiệp nhiệt tình vui vẻ là cùng muốn đi hoài,Enjoyment,0
cái ông aamir khan đóng phim nao cũng hay và ý nghia het,Enjoyment,0
rồi chưng ngắn như tao sao nhảy qua 😿,Sadness,2
"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi",Disgust,3
vỉa hè rộng thênh thang mà nhỉ,Other,0
bếp dầu ngày xưa thật ý nghĩa,Enjoyment,0
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,Sadness,2
giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃,Enjoyment,0
nhìn ghét nhỉ :)),Disgust,3
tao chả nhớ ngày tháng năm sinh của mẹ tao và ngược lại :((,Sadness,2
em ấy còn cười được chứng tỏ em rất mạnh mẽ,Enjoyment,0
lấy rơm nấu cơm và cái kết,Other,0
có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :))),Disgust,3
hư hỏg cả thế hệ,Disgust,3
cảm ơn . anh .,Enjoyment,0
mất tiền khôn cũng đáng mà .,Enjoyment,0
"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em",Enjoyment,0
per nơi tình yêu bắt đầu kìa bao nhiêu,Other,0
đúng cát bà rồiii ~,Enjoyment,0
"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi",Fear,1
tao đau lòng quá,Sadness,2
ồ ra thế . tớ sẽ lưu ý :)) mong sẽ có cơ hội sờ nó . nhìn như cục bông í uwu,Surprise,0
xem giải trí thật,Enjoyment,0
giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm,Enjoyment,0
đã ngu lại con tỏ ra nguy hiểm .,Disgust,3
giống tao . nhưng cô ấy có hiểu đâu,Sadness,2
uất quá anh ấy cũng phản ứng cãi lại . hì hì đáng yêu quá,Enjoyment,0
nhà tao có nhưng nó rỉ sét hết rồi :((,Sadness,2
người mất dậy thật thì không bao giờ cảm thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm hành tinh chuẩn mẹ rồi .,Anger,4
hồi bé bị ghiền mùi này :)))),Enjoyment,0
lạy ông nào nghĩ ra kịch này !!!,Enjoyment,0
thấy tội nó ghê ????,Sadness,2
"thiệt là cao minh , hahaaa",Enjoyment,0
tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,Other,0
tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra,Other,0
dĩa bay . trả lại để tôi về,Other,0
"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓",Enjoyment,0
per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞,Sadness,2
ỏ đáng yêu =))),Enjoyment,0
hết hồn . sợ quá nhỉ . nhạt !,Disgust,3
chắc phát khóc mất 😭,Sadness,2
những người thương tôi không phải buồn vì tôi mà là tự hào vì tôi,Enjoyment,0
"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng , cả một nền kinh tế nói chung ,,,,",Disgust,3
cười ỉa thánh nào làm video này,Enjoyment,0
bài này quen quen,Other,0
rất nguy hiểm,Fear,1
nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?,Sadness,2
tội quá . thương em,Sadness,2
mập mà xinh nó sẽ khác mập và xấu - _ -,Disgust,3
đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu,Other,0
mỗi mùa trung thu đến nhìn người ta mua bánh tặng nhau mình lại thấy chạnh lòng ! 😞,Sadness,2
khác xưa thật mà,Other,0
khá quá nhể :))),Enjoyment,0
"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Sadness,2
toàn tặng đồ gây sát thương thế kia khả năng bị phản damage là rất cao,Fear,1
"bỏ qua mấy dòg chữ , nhìn khuôn mặt con bé không thể nhịn cười per :))",Enjoyment,0
"bọn này đóng điện cho nó đi luôn , giữ làm gì cho chật đất",Anger,4
tui còn chưa biết sì phố là gì . ổng biết luôn á trời,Surprise,0
hàng cổ rồi anh ơi,Other,0
a cũng ở trong đây à,Surprise,0
đổi cả cuộc đời giống người tàn tật để được cái video này .,Disgust,3
yêu quá hóa điên 🤣,Enjoyment,0
"per tao đã khuyên mày rồi mà không nghe , làm màu chi mà tặng hộp quà cho bự để người ta dọn cực khổ đến nỗi đăng lên mxh kìa 😩",Disgust,3
"chọn thằng nào không quan trọng , vì đằng nào cũng không có thằng nào nó thích em đâu mà ảo tưởng =))",Disgust,3
buổi tối vui vẻ và ấm áp nhé đại kỷ nguyên ! tương tác cho hằng khỏi trôi bài nhé !,Enjoyment,0
tụi nhỏ dễ thương quá,Enjoyment,0
vậy mình xin chúc đk n năm tới không còn cô đơn nữa nha kkkkklk,Enjoyment,0
toàn mấy con bán hàng online đăng để cau view thôi phạt nặng vào,Disgust,3
ngày hôm ấy tuyệt đẹp nhưng lại đượm một nỗi buồn ngày mai thôi chg được gặp thầy cô bb lũ chúng tôi khép cánh cửa ấy lại nhìn lại toàn bộ khung cảnh ôi thân thương biết mấy cảnh vật quen thuộc sẽ không được trông thấy nữa,Sadness,2
nhỏ mà mất nết,Disgust,3
200 triệu này lấy từ nguồn ngân sách nào để bồi thường ? hay cứ lấy từ từng đồng tiền thuế của người dân để sửa sai lầm cho 1 cá nhân hay một đơn vị tư pháp ?,Disgust,3
thằng này bị điên chuẩn mẹ rồi,Disgust,3
đúng là nói thì dễ hành động không bao giờ làm được ))),Sadness,2
nhà nước pháp luật việt nam lên tiếng hộ em nó cái,Other,0
theo tao thì mày nên chọn thằg nhiều tiền . đến năm cuối thì mày quay lại chọn với thằg nhiều tiền học bổg . m hỏi vậy là mày được lựa chọn mà . đấy là cách tốt nhất cho người hám tiền như mày,Other,0
nghe nói 2020 hơn 4tr đàn ông sẽ ế vợ . mình chỉ việc chờ thêm 1 năm nữa thôi là đăng tin tuyển chồng 😂😂,Enjoyment,0
đại học vui lắm cậu :)) weeee,Enjoyment,0
"chú em còn non quá , kêu thu ngân đánh thêm phần phụ thu dọn vệ sinh 200k , không đưa thì kêu bảo vệ không cho lấy xe , đó quy định hầu hết các quán karaok , trường hợp phụ thu là mang đồ ăn ngoài vào , ói trong phòng , và đỗ bia nước ngọt , xả rát kiểu như trong video",Disgust,3
k cần biết nội dung ... nhìn mặt con bé thoy muốn cưới về cho con trai mình ngay rồi 😂😂,Enjoyment,0
ngày bé nấu hoài không chín . tức rủ mấy đứa ra đốt cả đống rơm nhà hàng xóm,Enjoyment,0
"crush đi nhậu rồi say , rồi bị thịt ... hic hic",Sadness,2
"trong tất cả các con , con mèo là mất dạy nhất …",Disgust,3
"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn",Disgust,3
thương thương con =)) yêu ghê cơ ý cái mẹt hờn dỗi,Enjoyment,0
"cái thế giới loạn hết rồi , loạn thật rồi , trả tao cái đĩa bay",Disgust,3
quê ở huyện kế bên mà chưa 1 lần đi =)))),Enjoyment,0
hãy cười thật tươi để cho cuộc sống của bạn trở nên thật tuyệt vời 😁,Enjoyment,0
tuyển ngay về làm nghiên cứu viên cao cấp cho các hãng khóa :d,Enjoyment,0
"tao cứ nhìn xong nghĩ , tay nào cầm bút là tay phải ,",Other,0
"nó sẽ ra cái ốp , lo gì thiếu đồ chơi",Other,0
"ờ đúng rồi , có thể chỉ là đang lợi dụng mày viết content free xong thích là sửa thôi hihi",Disgust,3
con bé cưng gì đâu . vk ơi anh muốn có cục bảo bối như vậy per,Enjoyment,0
cưng quá trời luôn,Enjoyment,0
a triệu mua quả báo thì quá rẻ mạt 😞 tiếc là luật có vậy 😏,Disgust,3
cực kì bản lĩnh lẫn liều lĩnh,Enjoyment,0
aeon tâm lý thế :)) mày . n vào mua que kem tránh nóng,Enjoyment,0
người ta đỗ dưới lòng đường chứ đỗ vào nhà chị đâu mà van hóa gì . chủ thớt mới là người ấu trĩ lạc hậu nhé,Disgust,3
chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️,Enjoyment,0
:)) đéo hiểu sao mấy phim truyền hình của ấn xl vãi mà phim như thế nào thì lại qá hay,Enjoyment,0
per chán quá,Sadness,2
nghe thấm câu vàng trắng nhưng thực tế là trắng tay thôi nghe mà buồn,Sadness,2
thoa kem chống nắng như người ...,Other,0
per đấy móng tay dài nhất thế giới đấy,Surprise,0
đằng nào mà chẳng thịt chẳng qua sớm hay muộn thôi,Other,0
trên thì một kiểu dưới thì kiểu khác,Other,0
"nhạc buồn quá . bài này là bài "" chia tay trong chiều hoàng hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . :'(",Sadness,2
per đây . cô gái bán hàng thú vị đây . phải xem cho hết,Enjoyment,0
dẫu hiên ngang giữa đất trời gặp con vợ đểu thì đời cũng xong,Sadness,2
"cmt buồn cười vll , nhớ mình cừng có kinh nghiệm chạy ngỗng :)))",Enjoyment,0
"lớn lên rồi ta sẽ tự hiểu .. "" tại sao ngày đó cha mẹ thế này thế kia với ta "" ...",Other,0
hình như câu này quen quen ý le tuyet nguyen nhỉ,Other,0
nó ăn cà rốt chứ nó ăn cái gì mà liếc quễ mều mặp 😡😡😡,Anger,4
quả này cũng chất lắm,Enjoyment,0
hồi bé bị ngỗng dí hoài =)) sợ vãi,Fear,1
tao ngồi tao khóc 1 buổi ☹️,Sadness,2
crush của tao đi làm rồi . hihee . sáng mai mới về cơ 🤣🤣,Enjoyment,0
khoảnh khắc mày nhận ra mày còn đéo bằng 1 thằg nhóc còn trong bụng mẹ :((,Sadness,2
chúng mày cứ ra phim boom tấn cho nhiều vào,Other,0
cao quá cũng khổ chứ sung sướng đéo gì 😓,Sadness,2
ý thức quá kém .,Disgust,3
bẩn bựa vlon 😤,Disgust,3
một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !,Disgust,3
ai cũng nói tao đẹp troai . hiền lành nhưng chưa biết lúc tao lên cơn 😂😂😁,Enjoyment,0
điên,Disgust,3
chủ tịch đi nặn mụn ở tai và cái kết khóc thét,Sadness,2
hành vi của người bố có phần nào ảnh hưởng đến đứa con . cô bé cười . không phải vì cô bé mạnh mẽ . mà là cô bé đã bất cần,Other,0
xem phát khóc mẹ luôn 😭😭😭,Sadness,2
per nhìn nó gớm những vẫn khoái coi . thú vui biến thái dễ sợ,Enjoyment,0
mèo nhà tao gửi 10 ngày về ăn tết lên nó thành mèo hàng xóm này ( nhà hàng xóm bán cá ) :((,Sadness,2
"còn những người bình thường rất dữ , thật ra họ hiền lắm , nội tâm lắm",Other,0
giống như thổi khí vào bong bóng đến một lúc nào đó thì nó phát nổ,Other,0
ha ha ....,Enjoyment,0
nhìn giống mấy đặc vụ của cia . sợ thế :)),Fear,1
tao đang thă ́ c mă ́ c ta ̣ i sao thă ̀ người da đen no ́ quen được con nho ̉ da tră ́ người ngon va ̃ i thê ́ nhy ̃. 😑😑😑,Other,0
thế giới giờ đáng sợ quá rồi 😌😌 tâm phải tịnh không là tiêu nha mấy ông 😢,Fear,1
"vietcombank phục vụ tệ , phí cao , mang mác nhà nước nên vậy .",Disgust,3
bất ngờ vãi =)),Surprise,0
bữa cơm trưa nay tăm tối như cái ava của tao vầy :((((((,Sadness,2
hội những con pug láo lếuuuuuu,Disgust,3
dè nghị khởi tố luôn những người biết mà che dấu,Anger,4
per mày đang nghĩ đến ai,Other,0
bà già đau khổ,Sadness,2
"không phù hợp thổ nhưỡng , khí hậu . vậy mà vẫn tung hô , dải ngân để làm khổ dân . quả bóng trách nhiệm chẳng thuộc về ai cả . 😢😢",Sadness,2
đúng là cái thứ vô học,Disgust,3
nhiều lúc em di từ từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán qúa,Sadness,2
chỉ cần thích cái là muốn rụng tim,Enjoyment,0
vui tính tí cũng khó cơ,Sadness,2
chỉ còn lại tro tàn,Sadness,2
lỗi tại thằng quay phim . cắt không đúng lúc,Disgust,3
kkk ... bếp dầu một thời ta hay nấu đây nè,Enjoyment,0
đag đi học mà gặp cảnh này :)) chắc chạy về cúp học luôn,Fear,1
anh con mẹ mày :))),Anger,4
ngạc nhiên đấy,Surprise,0
xã hội giờ càng ít nói như tao thì càng ngoan hiền,Other,0
nhìn mặt con bé kiểu . ơ cái gì vậy,Other,0
hư cấu 😌,Disgust,3
bộ phim ấn độ duy nhất xem được lol,Enjoyment,0
vậy mới biến thành người nhện được,Other,0
per đã hiểu sao hè năm ngoái có quả lịch học vãi chưa =)),Enjoyment,0
rõ ràng vẫn là một người mà cắt tóc xong nhìn đáng yêu vãi :v,Enjoyment,0
đm lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng 🙂 đéo thú vị được như vầy :vv,Disgust,3
vật chất quyết định ý thức,Other,0
per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣,Enjoyment,0
họ vui là được rồi :))),Enjoyment,0
đáng yêu phết nhể,Enjoyment,0
có móng tay dài cũng khổ,Sadness,2
"cậu ấy tán tôi , tôi từ chối . thế là từ đó chúng tôi đéo làm bạn được nữa !!!",Sadness,2
per nhìn đẹp thiệt mày,Enjoyment,0
mùa mưa đến sớm rồi huhu,Sadness,2
có mà đầy người như vậy ý ... ăn vô máu họ rồi,Disgust,3
tình hình này tháng sau cũng đi tập gym mất,Other,0
nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...,Other,0
bởi vậy không nên bình luận trên facebook làm gì . nhìu đứa nó nhây cãi lộn mệt người .,Disgust,3
giờ anh gù lấy đâu ra chỗ ở :'(,Sadness,2
"chúc mày mau khỏi nhá , team thích ăn thịt gà như tao ??",Other,0
tiếc là 23 cái xuân rồi chưa gặp được em . có ai giống tôi không,Sadness,2
gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa,Sadness,2
